timestamp,spot,strike,pos,ce_ltp,ce_oi,ce_delta,pe_ltp,pe_oi,pe_delta
2026-05-05 06:45:34,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:45:34,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:45:34,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:46:34,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:46:34,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:46:34,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:46:34,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:46:34,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:46:34,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:46:34,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:47:36,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:47:36,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:47:36,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:47:36,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:47:36,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:47:36,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:47:36,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:48:37,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:48:37,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:48:37,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:48:37,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:48:37,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:48:37,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:48:37,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:49:39,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:49:39,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:49:39,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:49:39,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:49:39,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:49:39,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:49:39,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:50:40,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:50:40,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:50:40,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:50:40,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:50:40,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:50:40,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:50:40,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:51:41,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:51:41,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:51:41,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:51:41,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:51:41,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:51:41,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:51:41,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:52:41,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:52:41,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:52:41,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:52:41,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:52:41,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:52:41,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:52:41,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:53:42,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:53:42,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:53:42,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:53:42,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:53:42,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:53:42,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:53:42,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:54:42,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:54:42,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:54:42,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:54:42,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:54:42,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:54:42,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:54:42,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:55:43,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:55:43,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:55:43,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:55:43,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:55:43,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:55:43,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:55:43,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:56:44,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:56:44,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:56:44,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:56:44,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:56:44,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:56:44,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:56:44,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:57:45,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:57:45,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:57:45,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:57:45,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:57:45,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:57:45,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:57:45,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:58:45,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:58:45,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:58:45,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:58:45,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:58:45,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:58:45,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:58:45,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 06:59:46,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 06:59:46,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 06:59:46,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 06:59:46,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 06:59:46,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 06:59:46,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 06:59:46,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:00:46,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:00:46,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:00:46,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:00:46,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:00:46,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:00:46,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:00:46,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:01:47,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:01:47,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:01:47,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:01:47,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:01:47,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:01:47,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:01:47,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:02:48,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:02:48,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:02:48,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:02:48,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:02:48,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:02:48,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:02:48,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:03:48,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:03:48,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:03:48,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:03:48,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:03:48,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:03:48,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:03:48,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:04:49,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:04:49,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:04:49,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:04:49,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:04:49,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:04:49,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:04:49,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:05:49,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:05:49,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:05:49,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:05:49,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:05:49,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:05:49,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:05:49,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:06:50,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:06:50,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:06:50,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:06:50,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:06:50,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:06:50,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:06:50,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:07:50,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:07:50,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:07:50,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:07:50,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:07:50,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:07:50,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:07:50,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:08:51,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:08:51,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:08:51,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:08:51,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:08:51,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:08:51,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:08:51,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:09:52,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:09:52,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:09:52,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:09:52,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:09:52,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:09:52,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:09:52,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:10:53,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:10:53,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:10:53,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:10:53,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:10:53,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:10:53,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:10:53,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:11:54,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:11:54,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:11:54,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:11:54,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:11:54,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:11:54,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:11:54,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:12:55,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:12:55,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:12:55,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:12:55,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:12:55,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:12:55,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:12:55,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:13:56,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:13:56,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:13:56,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:13:56,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:13:56,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:13:56,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:13:56,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:14:56,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:14:56,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:14:56,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:14:56,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:14:56,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:14:56,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:14:56,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:15:58,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:15:58,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:15:58,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:15:58,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:15:58,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:15:58,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:15:58,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:16:58,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:16:58,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:16:58,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:16:58,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:16:58,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:16:58,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:16:58,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:17:58,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:17:58,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:17:58,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:17:58,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:17:58,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:17:58,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:17:58,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:18:59,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:18:59,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:18:59,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:18:59,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:18:59,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:18:59,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:18:59,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:20:00,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:20:00,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:20:00,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:20:00,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:20:00,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:20:00,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:20:00,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:21:01,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:21:01,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
2026-05-05 07:21:01,77269.4,77200.0,-1.0,718.3,176280.0,0.5546,484.5,166740.0,0.4427
2026-05-05 07:21:01,77269.4,77300.0,ATM,662.9,268900.0,0.5286,528.35,184780.0,0.47
2026-05-05 07:21:01,77269.4,77400.0,+1.0,608.55,193820.0,0.5027,573.9,117300.0,0.4977
2026-05-05 07:21:01,77269.4,77500.0,+2.0,560.7,432000.0,0.4768,624.35,281040.0,0.5253
2026-05-05 07:21:01,77269.4,77600.0,+3.0,516.65,239300.0,0.4511,677.75,147420.0,0.5536
2026-05-05 07:22:02,77269.4,77000.0,-3.0,831.9,522260.0,0.6054,405.5,639060.0,0.3897
2026-05-05 07:22:02,77269.4,77100.0,-2.0,774.0,85860.0,0.5797,438.6,128440.0,0.4157
