timestamp,open,high,low,close,volume,open_interest
2026-03-10 09:19:00+05:30,523.7,523.7,523.7,523.7,65,130
2026-03-10 09:20:00+05:30,523.7,523.7,523.7,523.7,0,130
2026-03-10 09:21:00+05:30,523.7,523.7,523.7,523.7,0,130
2026-03-10 09:22:00+05:30,523.7,523.7,523.7,523.7,0,130
2026-03-10 09:23:00+05:30,523.7,523.7,523.7,523.7,0,130
2026-03-10 09:24:00+05:30,523.7,523.7,523.7,523.7,0,130
2026-03-10 09:25:00+05:30,523.7,523.7,523.7,523.7,0,130
2026-03-10 09:26:00+05:30,523.7,523.7,523.7,523.7,0,130
2026-03-10 09:27:00+05:30,523.7,523.7,523.7,523.7,0,130
2026-03-10 09:28:00+05:30,523.7,523.7,523.7,523.7,0,130
2026-03-10 09:29:00+05:30,524.85,524.85,524.85,524.85,65,130
2026-03-10 09:30:00+05:30,524.85,524.85,524.85,524.85,0,130
2026-03-10 09:31:00+05:30,524.85,524.85,524.85,524.85,0,130
2026-03-10 09:32:00+05:30,524.85,524.85,524.85,524.85,0,130
2026-03-10 09:33:00+05:30,524.85,524.85,524.85,524.85,0,130
2026-03-10 09:34:00+05:30,524.85,524.85,524.85,524.85,0,130
2026-03-10 09:35:00+05:30,524.85,524.85,524.85,524.85,0,130
2026-03-10 09:36:00+05:30,496.3,496.3,486.8,486.9,195,195
2026-03-10 09:37:00+05:30,487.9,495.05,482.4,495.05,260,325
2026-03-10 09:38:00+05:30,495.05,495.05,495.05,495.05,0,325
2026-03-10 09:39:00+05:30,495.05,495.05,495.05,495.05,0,325
2026-03-10 09:40:00+05:30,495.05,495.05,495.05,495.05,0,325
2026-03-10 09:41:00+05:30,495.05,495.05,495.05,495.05,0,325
2026-03-10 09:42:00+05:30,495.05,495.05,495.05,495.05,0,325
2026-03-10 09:43:00+05:30,495.05,495.05,495.05,495.05,0,325
2026-03-10 09:44:00+05:30,515.0,515.0,515.0,515.0,195,390
2026-03-10 09:45:00+05:30,515.0,515.0,515.0,515.0,0,390
2026-03-10 09:46:00+05:30,515.0,515.0,515.0,515.0,0,390
2026-03-10 09:47:00+05:30,515.0,515.0,515.0,515.0,0,390
2026-03-10 09:48:00+05:30,515.0,515.0,515.0,515.0,0,390
2026-03-10 09:49:00+05:30,515.0,515.0,515.0,515.0,0,390
2026-03-10 09:50:00+05:30,515.0,515.0,515.0,515.0,65,325
2026-03-10 09:51:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 09:52:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 09:53:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 09:54:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 09:55:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 09:56:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 09:57:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 09:58:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 09:59:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 10:00:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 10:01:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 10:02:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 10:03:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 10:04:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 10:05:00+05:30,515.0,515.0,515.0,515.0,0,325
2026-03-10 10:06:00+05:30,504.0,509.2,504.0,509.2,130,325
2026-03-10 10:07:00+05:30,509.2,509.2,509.2,509.2,0,325
2026-03-10 10:08:00+05:30,509.2,509.2,509.2,509.2,0,325
2026-03-10 10:09:00+05:30,517.65,517.85,517.65,517.85,195,455
2026-03-10 10:10:00+05:30,517.85,517.85,517.85,517.85,0,455
2026-03-10 10:11:00+05:30,517.85,517.85,517.85,517.85,0,455
2026-03-10 10:12:00+05:30,504.75,504.75,504.65,504.65,195,650
2026-03-10 10:13:00+05:30,504.65,504.65,504.65,504.65,0,650
2026-03-10 10:14:00+05:30,520.5,520.5,520.5,520.5,65,585
2026-03-10 10:15:00+05:30,518.75,518.75,518.75,518.75,65,585
2026-03-10 10:16:00+05:30,518.75,518.75,518.75,518.75,0,585
2026-03-10 10:17:00+05:30,518.75,518.75,518.75,518.75,0,585
2026-03-10 10:18:00+05:30,518.75,518.75,518.75,518.75,0,585
