timestamp,open,high,low,close,volume,open_interest
2026-03-27 09:43:00+05:30,116.25,116.25,116.25,116.25,65,0
2026-03-27 09:44:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:45:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:46:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:47:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:48:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:49:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:50:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:51:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:52:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:53:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:54:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:55:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:56:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:57:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:58:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 09:59:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:00:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:01:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:02:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:03:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:04:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:05:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:06:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:07:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:08:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:09:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:10:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:11:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:12:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:13:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:14:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:15:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:16:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:17:00+05:30,116.25,116.25,116.25,116.25,0,0
2026-03-27 10:18:00+05:30,116.25,116.25,116.25,116.25,0,0
